,labels,target,yt8m_id,yt_id
2170,"[0, 262, 542]",outdoors,W8V8,HJsOIgAShZw
2171,"[43, 60, 101, 571]",outdoors,BeV8,jDOb5Y1co_U
2172,[248],outdoors,vxV8,UAadDHTocPY
2173,"[514, 1025, 1443]",indoors,bCV8,Mjg5g2Pfn6I
2174,"[88, 184, 364, 416, 514]",indoors,HJV8,BZiEFdFmdzg
2175,"[0, 60, 806]",outdoors,4qV8,1Ibuuyv7sJA
2176,"[60, 68, 72, 98]",outdoors,ESV8,LUyX9HBBk_k
2177,"[353, 519, 666, 995]",outdoors,WRV8,PAlcRVh-aXI
2178,"[2, 60, 76, 532, 1569, 2499]",outdoors,XXV8,T8JnLlZU0ok
2179,"[400, 3501]",indoors,TmWl,-Vx1kmDMJvo
2180,"[60, 353, 673]",outdoors,xoWl,FGrOlYX1UTc
2181,"[83, 262, 284]",outdoors,DOWl,bVyM09S-Daw
2182,[248],outdoors,iFWl,Q_ydc6_CS5M
2183,"[18, 43, 59, 60, 101, 286]",outdoors,U1Wl,lg44XtGxM-s
2184,"[11, 83, 262, 601]",outdoors,MAWl,RrU9GeJ7T1Y
2185,"[88, 184, 307, 380, 416, 899]",indoors,urWl,4jW_ieNqEds
2186,"[191, 248, 299]",outdoors,HnWl,rNoh0ueJAGo
2187,[60],outdoors,DVWl,bziqEAoFKTQ
2188,"[18, 43, 59, 60, 101, 286]",outdoors,pAWl,W6AGl6p96BU
2189,"[88, 184, 307, 364, 380, 416, 497, 899, 1299, 1815]",indoors,QuWD,pi5312j5dO8
2190,"[60, 333, 536]",outdoors,0yWD,ra6LABe_Nik
2191,"[26, 83, 262]",outdoors,2CWD,rcg7GMVlxuc
2192,"[53, 58, 60, 228]",outdoors,8ZWD,QB1LQc1iQFU
2193,"[15, 60, 96, 239, 789, 1626, 1795]",outdoors,VzWD,n6FNjfDkLDQ
2194,"[88, 184, 307, 380, 416, 514, 614]",indoors,hBWD,NjenO_9FtZs
2195,"[60, 353, 519, 666, 995]",outdoors,bNWD,VyUNmEIcng4
2196,"[0, 262, 542]",outdoors,6VWD,the2KnmzLK8
2197,"[191, 248, 299]",outdoors,TOWD,Pxjd1vJSUxw
2198,[307],indoors,y3WD,ZLc1hDksCZk
2199,[60],outdoors,15WK,qvoXJOHJrTg
2200,"[15, 18, 43, 59, 60, 101]",outdoors,J8WK,kJLS42zkaMQ
2201,"[88, 184, 307, 514]",indoors,xqWK,MBAIPpcaBoU
2202,"[2, 18, 43, 59, 60, 76]",outdoors,KdWK,WOQFgmPHYnA
2203,"[18, 43, 59, 60, 101, 374, 2735]",outdoors,GqWK,hWIuzC7fuLo
2204,[1226],outdoors,95WK,AfrjiTYOfII
2205,"[18, 43, 59, 60, 374]",outdoors,0gWK,AiZLd_EF3v4
2206,"[60, 353, 398, 673]",outdoors,BAWK,Jpo3QiXtcLU
2207,"[2, 18, 43, 59, 60, 76, 101, 286, 873]",outdoors,qjWK,LQJuEj7RbVs
2208,"[15, 262, 502]",outdoors,FUWK,bGUBpbETvwU
2209,"[82, 103, 118, 184]",indoors,yXWK,VhM1Sub5_u8
2210,"[43, 248, 2626]",outdoors,0uWK,BZbJ71efM9g
2211,"[15, 18, 43, 59, 60, 101, 286, 1415]",outdoors,uKWK,8wy6TOdLqW0
2212,"[60, 519, 669]",outdoors,faWK,GiUEZ0IafiQ
2213,"[60, 333, 365, 536]",outdoors,lEWK,60bajiWuVxk
2214,"[43, 60]",outdoors,uqWK,5SZxmduFHfE
2215,"[53, 58, 60, 163, 232]",outdoors,W9Xy,-4t2q-9t-i0
2216,"[18, 43, 59, 60, 101, 286]",outdoors,adXy,Wdy3l9LbZoI
2217,"[60, 402, 428, 1389, 1638]",outdoors,vhXy,7VZRBoyEcIk
2218,"[11, 20, 22, 29, 32, 221, 307]",indoors,czXy,f2IoTgSUKRs
2219,"[191, 248]",outdoors,ipXy,96jRM8odyNc
2220,"[60, 519]",outdoors,XGXy,3DshJIf_Gw4
2221,"[60, 398, 482, 1290]",outdoors,qkXy,UIuzAuKdKew
2222,"[184, 191, 1803]",indoors,qhXy,OVcwdqtxDMU
2223,"[184, 416]",indoors,tSXy,2CZ6o0-VFRE
2224,[184],indoors,NFXy,BZ_ZYt0_hiI
2225,"[15, 18, 43, 59, 60, 101, 374, 549, 906, 1451]",outdoors,KxXy,0NK4nf_qIRE
2226,"[18, 43, 59, 60, 1032]",outdoors,gEX5,-1MmVQGm6l4
2227,"[60, 353, 3553]",outdoors,1dX5,JB9AjPNYjvQ
2228,"[307, 2277, 2405]",indoors,eSX5,xMbr7wqwgTY
2229,"[88, 388, 497, 514, 899, 1025, 1148, 2883]",indoors,QKX5,Sf2eP6n0qho
2230,"[0, 262, 591]",outdoors,cqX5,6XsI1cWIUbg
2231,"[514, 1148, 2177]",indoors,BEX5,0JnWSHodC-Y
2232,"[43, 60, 101, 286]",outdoors,cMX5,a_CLHv8dR8c
2233,"[0, 254, 1226, 1886]",outdoors,g5X5,pVDQx-GMxdE
2234,"[18, 43, 59, 60, 101, 286]",outdoors,3pX5,hSUBRokA0Q4
2235,"[88, 184, 307, 380, 400, 416, 614]",indoors,SJX5,pxFoOYhb9qQ
2236,"[88, 184, 307, 380, 416, 514, 614]",indoors,NfX5,Ihzi8nG8Rho
2237,[248],outdoors,qJX5,JmB-w5tQUb8
2238,[514],indoors,36X5,tw6rm1PRSqs
2239,"[18, 43, 59, 60, 101, 286]",outdoors,D0X5,snCCUWTSeNA
2240,"[514, 1148, 2177, 2277]",indoors,mVX5,dEyovSKSYoE
2241,[248],outdoors,MdX5,Md6ZyhEuQ3E
2242,"[88, 184, 380, 416, 514]",indoors,WdX5,PVc8Fo2NLzQ
2243,"[60, 239, 686]",outdoors,KmX5,G_D_tzhqdAc
2244,"[191, 248]",outdoors,RkX5,TLp_oeIdVK4
2245,"[60, 353, 666, 673]",outdoors,vEX5,aRaG0uNW_Ec
2246,"[184, 277, 380]",indoors,mCX5,c-7-I7ETf4M
2247,"[88, 184, 307, 364, 380, 416, 614, 1013]",indoors,tvX9,yzUKEz6tJ4k
2248,"[60, 353, 673]",outdoors,8AX9,adTiUmHxhU0
2249,"[60, 519, 1002]",outdoors,UvX9,gutliNv_baM
2250,"[99, 666, 716]",outdoors,CXX9,haYXOgROU_k
2251,"[2, 15, 18, 43, 59, 60, 76, 101, 2227]",outdoors,b8X9,ld6bOLBlB_E
2252,"[313, 1013, 2105]",outdoors,EbX9,LC0WoOWN2q8
2253,[184],indoors,tpX9,TIY1VuWbCLg
2254,"[184, 227, 474, 514, 1807]",indoors,O2X9,Durp7HoFwzc
2255,[60],outdoors,1KX9,r25ew8qFj50
2256,"[11, 123, 176, 248, 728, 814, 1411]",outdoors,NWYU,nT3BXRme0Cg
2257,"[0, 1, 27, 262]",outdoors,HCYU,lOa2tuvELuw
2258,"[60, 428]",outdoors,47YU,51CN2wtQ7gg
2259,"[0, 262, 542]",outdoors,WkYU,JHWUmDfgYR0
2260,"[18, 43, 59, 60, 101, 286]",outdoors,6iYU,yHwT8hy69Jk
2261,"[60, 419, 1271, 1393]",outdoors,tLYU,VCLo6v8HTtk
2262,"[18, 43, 59, 60, 101, 286]",outdoors,DvYU,3fZPsYMAMDo
2263,"[2, 83, 262]",outdoors,L5YU,w5XxPdgtV18
2264,"[43, 60, 101, 823, 1824]",outdoors,jLYU,13n3ucNCiJc
2265,[248],outdoors,TJYU,5D2xrbyVhUQ
2266,"[60, 482]",outdoors,0dYU,L90S4cg4uk4
2267,"[18, 43, 59, 60, 101, 286, 374, 549, 693, 873, 906, 1503]",outdoors,tVYU,WlcES_X9w-g
2268,[60],outdoors,zuYU,IWbipf29c4Y
2269,"[15, 18, 60, 87, 333]",outdoors,OOYU,xTMLB85IRcU
2270,"[18, 43, 59, 60, 101, 286]",outdoors,zWYU,wVmUwfmNH6I
2271,"[60, 239, 686, 2389, 2625]",outdoors,TcYU,kc6vw-lHhe4
2272,"[184, 420, 616, 3365]",indoors,Q2YU,2XwKh5jB8wc
2273,"[11, 22, 60, 428, 2474]",outdoors,5wY0,bk7SGCsL7Tk
2274,"[60, 210, 427, 685, 3650]",outdoors,BZY0,h2rbu7poB5k
2275,"[83, 262, 542]",outdoors,ILY0,QzjWuP-GJT0
2276,"[18, 43, 59, 60, 101, 286, 1415]",outdoors,3vY0,s9bxjqQK_Tk
2277,"[191, 248]",outdoors,kVY0,zjhwjy7I32g
2278,"[60, 419, 1393]",outdoors,JCY0,0tIDbw4-ou8
2279,"[19, 53, 58, 60, 163, 232]",outdoors,2PY0,tk_RawYncMQ
2280,"[15, 262, 502]",outdoors,cSY0,2pDCDdx4XuU
2281,"[60, 353]",outdoors,3qY0,bAVh4bAV_L8
2282,"[60, 68, 72, 98]",outdoors,msY0,OJJgHTvd3ZM
2283,"[60, 239, 304]",outdoors,H4Y0,428k6uw-IXk
2284,"[60, 353, 673]",outdoors,ghY0,7Pj_5L7Kw4k
2285,"[60, 284, 519]",outdoors,ZDY0,r8djkCu3WxY
2286,"[184, 191, 474, 985]",indoors,iPY0,vqtuTp-uE0I
2287,"[60, 333, 365, 545]",outdoors,j5Y6,epVdOlAKk4w
2288,"[18, 43, 59, 60, 101, 571, 1032]",outdoors,wNY6,hxGyH6W-wBw
2289,[60],outdoors,BgY6,9WOCXRxZUWo
2290,"[60, 68, 72, 98, 240, 452, 480]",outdoors,wzY6,shYj8ZgKf-M
2291,"[88, 184, 191, 299, 380, 614]",indoors,AcY6,SwqzoB5cWF8
2292,"[43, 60, 571]",outdoors,HwY6,w5eIFH71TBI
2293,"[11, 20, 22, 307, 2076]",indoors,3JY6,3EYLhrLVTF8
2294,"[18, 43, 59, 60, 101]",outdoors,9PY6,F3vIawo5QHo
2295,"[60, 491]",outdoors,tmY6,U8mywpwbbu8
2296,"[871, 1226]",outdoors,R4Y6,BI5PSfISR4s
2297,[184],indoors,TfY6,MjWoly1y_js
2298,"[0, 307]",indoors,9WY6,MlfioMlRz_I
2299,"[60, 160]",outdoors,wAY6,aqqDlf43L_U
2300,"[15, 18, 43, 59, 60, 101]",outdoors,jlY6,Tne5KntKF2w
2301,"[88, 184, 364, 416]",indoors,SfY6,Wg42R8yOt4I
2302,"[60, 360]",outdoors,Y3Y6,fJGEkupUGcg
2303,"[60, 482]",outdoors,ADZI,mZZPFMkAv4s
2304,[60],outdoors,mMZI,WXKU5bkX6DQ
2305,"[2, 18, 43, 59, 60, 76, 101, 286, 693, 873, 1503]",outdoors,AfZI,umHXo80ZxzU
2306,"[184, 474, 985]",indoors,o0ZI,Tyb4L-BQa4U
2307,"[15, 18, 43, 59, 60, 101, 286]",outdoors,JVZI,Zjj-HNc-hiE
2308,"[11, 262]",outdoors,KRZI,iSqinChTT70
2309,"[0, 1, 93, 102, 262]",outdoors,UdZI,th0uT3XLA7g
2310,"[18, 43, 59, 60, 101, 286]",outdoors,KWZI,15bqFeohcNI
2311,[248],outdoors,eEZI,o08S1fEYPXo
2312,"[2, 18, 43, 59, 60, 76, 101, 385]",outdoors,RBZI,CKzMzHI_l1c
2313,"[15, 262, 619, 1057, 1174, 2172]",outdoors,hqZI,N2MQ7e1GFrI
2314,"[598, 1245]",indoors,sSZI,ovmANDtIrj0
2315,"[88, 184, 313, 364]",indoors,1WZ6,t9GvjU9BTWs
2316,"[248, 299]",outdoors,40Z6,yaHxtk2J_Mw
2317,"[388, 514, 616, 1025, 1443]",indoors,2pZ6,FPmjFI9F24Y
2318,"[60, 353, 519, 666, 1002]",outdoors,ZFZ6,9T_29sFqd8w
2319,"[60, 1056]",outdoors,qKZ6,hCjf4BqQHhs
2320,"[11, 83, 262]",outdoors,TKZ6,s6tcUM8XmUo
2321,"[53, 58, 60, 163, 228, 232]",outdoors,WNZ6,BLmtJOFR8Mc
2322,"[2, 30, 60]",outdoors,ljZ6,yxYwCMHPuvE
2323,"[15, 262, 397]",outdoors,kQZ6,sfsk40yZhgY
2324,"[18, 43, 59, 60, 101, 374, 2350]",outdoors,3uZ6,9OGvyP6Qnmw
2325,"[11, 262]",outdoors,oMZ6,FBVmOqboZmg
2326,"[88, 184, 299, 364]",indoors,67Z6,TZLLSXzhPew
2327,"[0, 1, 83, 254, 262, 542]",outdoors,YzZ6,VcD3J9pYLC4
2328,"[88, 184, 307, 380, 400, 416, 614]",indoors,WGZ6,g2cywqA2jpo
2329,[248],outdoors,EFZ6,8pt_gEGCn7g
2330,"[18, 43, 59, 60, 823, 2952]",outdoors,aGZ6,YbsHW2lNwgQ
2331,"[88, 184, 307, 313, 364, 380, 416, 614]",indoors,MkZ6,vT8tG1nzzuo
2332,"[43, 60, 101, 428, 823]",outdoors,hGZ8,kOjFX5elcv8
2333,"[2, 30, 55, 60]",outdoors,kUZ8,esDLRsJqyCw
2334,"[60, 68, 72, 98, 151]",outdoors,TZZ8,c6rtYucI78U
2335,[248],outdoors,JCZ8,m2LMJcUbsZM
2336,[60],outdoors,rnZ8,0YpbhYW5qRI
2337,"[60, 353, 519, 673]",outdoors,TRZ8,8hfWLwh_z1k
2338,"[15, 18, 60, 67, 210, 427]",outdoors,BBZ8,CX6IVfEre9A
2339,"[60, 239]",outdoors,fhZ8,azHyNQh4zgY
2340,"[19, 53, 58, 60, 214, 494]",outdoors,cVZ8,KgNjae6d_1o
2341,"[43, 60, 101, 823]",outdoors,XuZ8,zEFTHGi8z5c
2342,"[60, 116, 239]",outdoors,4QZ8,yAGpNvEMQc0
2343,"[2, 18, 43, 59, 60, 76]",outdoors,XEZ8,IHxE5pHKusY
2344,"[2, 60, 76, 182, 385]",outdoors,FaZ8,AjhidRb6a0U
2345,"[2, 7, 60, 95, 135, 297, 353, 428, 673, 742]",outdoors,YPZ8,kRnjzHaQvE8
2346,"[60, 160, 273, 888]",outdoors,1vZ8,Osu_s-7_OXM
2347,"[191, 248]",outdoors,98Z8,pboiEgwEWAE
2348,[60],outdoors,P3Z8,kmx3_--kZHY
2349,"[2, 43, 60, 76]",outdoors,3HZ8,tZkO2gTTmbE
2350,"[43, 60, 101, 991]",outdoors,QLZ8,LbDy23hhqN8
2351,"[205, 598, 1245]",indoors,ZxZ8,dUA1AVf1SqI
2352,"[18, 43, 59, 60, 101, 374]",outdoors,jEZ8,C6OwcffcrrU
2353,"[43, 60, 101, 549]",outdoors,yEZ8,uz01D5AAOYg
2354,"[2, 60, 76, 182, 1387, 1569]",outdoors,TpZ8,dosMoqZa80w
2355,"[60, 239, 686, 1714, 1880]",outdoors,Fm0W,maI5OXvbteA
2356,"[60, 519, 995]",outdoors,tS0W,YvdE712Q8q0
2357,"[43, 60]",outdoors,Ri0W,eG37Juxtv78
2358,"[18, 43, 59, 60, 101]",outdoors,yi0W,uQRbDBONWbE
2359,"[18, 43, 59, 60, 101, 374, 549, 693, 906]",outdoors,3e0W,iyMn3VT_kOo
2360,"[88, 184, 380]",indoors,AG0W,naKBSLQKXqk
2361,[1245],indoors,5m0W,WzMJlhOQbFE
2362,"[53, 58, 60]",outdoors,Jo0W,_eBeQKOVp6A
2363,[248],outdoors,6B0W,MPwI18oPFyg
2364,"[43, 60, 101, 286, 374, 549, 693, 906]",outdoors,GL0W,IkCaIvRDdpI
2365,"[60, 160, 231, 252, 273]",outdoors,k50W,A6BPRM7zU28
2366,"[2, 60]",outdoors,8Q0W,SQ2t6IM9hIo
2367,"[313, 353, 354, 2105]",outdoors,Kf0W,w7RLDvfM9HQ
2368,"[18, 43, 59, 60, 101, 419, 571, 2227]",outdoors,150W,1zEvWM7O5AE
2369,"[251, 307, 1470, 1815]",indoors,yv0W,Vhau-qclPRw
2370,"[60, 68, 72, 98, 240]",outdoors,Zz0W,dF_CNg2w9a8
2371,"[60, 239, 3633]",outdoors,lH0W,TpJOcVmO13o
2372,"[11, 20, 22, 29, 307]",indoors,W00W,8TwJuicxqV8
2373,"[18, 43, 59, 60, 101, 2735]",outdoors,7w0W,hA482rQSDlE
2374,"[18, 43, 59, 60]",outdoors,SE0W,uyeu-Lk6haY
2375,"[60, 1396]",outdoors,Zk0W,V7O5tNcyyHU
2376,"[60, 239]",outdoors,Wi0Z,tGjNLiLv5GU
2377,"[88, 184, 307, 380, 416, 514]",indoors,2m0Z,qVI9c9XVpIg
2378,"[15, 60, 239, 3633]",outdoors,TU0Z,wKTsVmMaq0w
2379,"[60, 353, 519, 666, 673]",outdoors,cZ0Z,c5alwSeF7OQ
2380,[307],indoors,UA0Z,MM7_ULKCyQM
2381,"[15, 262, 502, 619, 1835]",outdoors,xF0Z,JlXfjBRAKgs
2382,"[88, 184, 307, 364, 416, 514]",indoors,T60Z,N656RHqPp0c
2383,"[60, 385]",outdoors,P80Z,momkDvmxN5U
2384,"[60, 1056]",outdoors,wT0Z,n5iXrwvj3nQ
2385,[248],outdoors,f70Z,Gp9S2ZTnOk8
2386,"[60, 289, 2230]",outdoors,i40Z,_wNjig3EtIM
2387,"[18, 43, 59, 60, 101, 286, 549, 906]",outdoors,7g0Z,tOlb5ZANHto
2388,"[2, 17, 30, 55, 60, 1557]",outdoors,7v0Z,WwUb6PrUjz4
2389,"[598, 857, 1245]",indoors,b30Z,bJmDe4vOfSs
2390,[248],outdoors,a70Z,1GcLkgvY4ZA
2391,[248],outdoors,Qb0Z,Kz20EJmORBc
2392,"[88, 184, 307, 416, 497, 514, 616, 1299]",indoors,Y10Z,LCooXUQR5Bo
2393,[60],outdoors,GL0Z,ktUq__GUO4Y
2394,"[15, 60, 2401]",outdoors,lV0Z,NqrEVMyC5Tk
2395,[248],outdoors,0S0Z,EfVfoNNmCTk
2396,"[88, 184, 307, 380, 497, 614, 3807]",indoors,Ql0Z,cQXxNvn4THA
2397,"[43, 60, 64, 549, 906, 1451]",outdoors,Lq0Z,cRwfp3Jh-ng
2398,"[60, 141, 247, 255, 3215]",outdoors,190Z,dqaAQLYzYV8
2399,"[388, 497, 514, 1443]",indoors,Pm1B,-Z_e_7HbBmY
2400,"[43, 60, 482, 664, 908, 1563, 2197]",outdoors,5n1B,nA0tnShkXzk
2401,"[60, 101, 286, 374, 549]",outdoors,RC1B,9Yv4tDZAtus
2402,"[18, 43, 59, 60, 101, 286, 823, 873]",outdoors,QX1B,9_0j4BPZ1EA
2403,"[53, 58, 60, 519]",outdoors,yu1B,pGBXvxrgrLQ
2404,[262],outdoors,ii1B,EVzoIPZh_y4
2405,"[43, 60, 284]",outdoors,gJ1B,u8QFk919Zx4
2406,"[18, 43, 59, 60, 286]",outdoors,dn1B,bWH8YzYjv6g
2407,"[60, 274, 366]",outdoors,qu1B,YYuqTmKHgKM
2408,"[416, 1645, 2166]",indoors,W41B,6iF4kKQ6geQ
2409,"[18, 43, 59, 60]",outdoors,4V1B,Lu20JZlNwrI
2410,"[88, 184, 364]",indoors,DB1B,5ZYHaWJdLsQ
2411,"[43, 60]",outdoors,0H1C,B6qL9AADLPc
2412,"[60, 353, 519, 673]",outdoors,n01C,HTnVw3jJ49s
2413,"[18, 43, 59, 60, 101]",outdoors,xm1C,yH6zxJalHgY
2414,"[18, 43, 59, 60, 101, 284]",outdoors,8Z1C,I0MClfZJ-PI
2415,"[88, 184, 191, 299, 380, 396, 416, 614, 985]",indoors,NI1C,rLEpMVVQFu8
2416,"[18, 43, 59, 60, 101, 286]",outdoors,qu1C,Ygn8JXrOcGE
2417,"[60, 101, 374]",outdoors,m31C,4aDJyLmOaPQ
2418,"[18, 43, 59, 60]",outdoors,oP1C,bH8-y7Fspeg
2419,"[18, 43, 59, 60, 101, 286, 374, 549, 2490]",outdoors,4u1C,GyTM4pDtHr0
2420,"[18, 43, 59, 60, 101, 286]",outdoors,Jo1C,FtnfmHRVkFo
2421,"[60, 68, 72, 98, 151]",outdoors,t21C,YMcgLrTLh08
2422,[248],outdoors,hY2w,bnG7-kEbDNg
2423,"[2, 60, 95, 135]",outdoors,Fc2w,rXkOXg6bYec
2424,"[15, 18, 60, 87, 365]",outdoors,xq2w,__anuvkLKAQ
2425,"[11, 176, 248, 912]",outdoors,fI2w,rnS-2injq1E
2426,"[60, 353, 673]",outdoors,iH2w,NGo7EpDs66U
2427,"[262, 2044]",outdoors,Ia2w,MVfWWaTdB9o
2428,"[184, 390, 400]",indoors,MN2w,EC9Q1W08OYg
2429,"[19, 53, 58, 60, 163, 232]",outdoors,3n2w,dWWT-AOXqyE
2430,"[15, 18, 43, 59, 60, 101]",outdoors,sM2w,KznrGff9Ijg
2431,"[15, 18, 60, 87, 365, 545]",outdoors,6g2w,2mx4VHwNTLI
2432,"[53, 58, 60, 163, 166, 228, 232, 1423]",outdoors,Ok2C,lNrjDhfhdCQ
2433,"[60, 353, 1238, 3598]",outdoors,PG2C,cCcUdlSezHc
2434,"[18, 43, 59, 60, 101, 286]",outdoors,mU2C,oJBWrxjJW6s
2435,"[74, 131, 205, 209, 598, 1245]",indoors,mQ2C,GDds8T5xQMc
2436,"[43, 60, 1055]",outdoors,J22C,Y0y_jFbhKvg
2437,"[60, 1061]",outdoors,g92C,i15sk69aD3c
2438,"[126, 220, 262, 276]",outdoors,ij2C,qIkqlHLIC1Q
2439,"[11, 307, 341, 1265, 2461]",indoors,cg2C,iLQEgoT7Vzo
2440,"[88, 184, 380, 416, 514]",indoors,XK2C,Pfv0zVwFhGI
2441,[60],outdoors,df2C,_xFYbMjZ9GE
2442,"[25, 60, 533]",outdoors,vp2C,LqCFXJeW_mU
2443,"[53, 58, 60, 163, 214, 232]",outdoors,Wj2C,1YvH-PpYMVE
2444,"[15, 248, 555, 797, 2543]",outdoors,YL2C,UF350P_IwJk
2445,"[60, 239, 798, 971]",outdoors,bh2C,vYC2wlmNNeA
2446,"[5, 16, 184, 514, 556, 1148]",indoors,TY2C,Ybxkd3n23PQ
2447,"[1014, 2211]",outdoors,NG2C,GZ4IKVXduV0
2448,"[2, 7, 104, 500, 666, 1948]",outdoors,li2C,C9mwOPSw9_0
2449,"[60, 210, 427]",outdoors,LG2C,7ZL6BuyrL2k
2450,"[0, 60, 1056]",outdoors,QZ2C,a3Mnqa8dqHw
2451,"[88, 184, 380, 416, 514, 614, 2001]",indoors,Zw2Z,jtwcT5a-DVk
2452,"[11, 20, 22, 29, 32, 122, 173, 307, 559, 2505]",indoors,UE2Z,jtL5lktOUbg
2453,"[60, 284]",outdoors,Z52Z,GJ5XhudZkfw
2454,"[88, 364, 416]",indoors,Xn2Z,wjze8tgQH3w
2455,"[11, 20, 22, 29, 32, 112, 120, 122, 211, 307, 444, 1588, 1753]",indoors,LQ2Z,wjqukyXxE0Y
2456,"[88, 184, 380]",indoors,nf2Z,YsPYTy0Od20
2457,"[184, 416]",indoors,5P2Z,_9MQ14sjxgw
2458,"[49, 1020, 2211]",outdoors,eo2Z,c6Hjx4hbLRY
2459,"[1013, 2105]",outdoors,2X2Z,hwXzNXi9yNE
2460,[248],outdoors,VA2Z,8SwIHV4Wzks
2461,"[0, 1, 83, 262, 542]",outdoors,dr2Z,NBh97S1IsVY
2462,"[2, 30, 60, 428]",outdoors,aA2Z,4LQD6kp-IXU
2463,"[15, 259, 262, 502, 619, 3018]",outdoors,4z2Z,92ZkyO9LTE4
2464,"[2, 19, 53, 58, 60, 163, 214, 494, 1913]",outdoors,v62Z,92ULpptqM1E
2465,"[0, 254, 262, 542]",outdoors,Mj2Z,Sz0jzbyb-xI
2466,"[2, 60, 76, 2696]",outdoors,5D2Z,j9KtGyesEEo
2467,"[60, 68, 72, 98, 240]",outdoors,fv2Z,mXPmtSg1NAM
2468,[60],outdoors,t92Z,_PQk2pdLUb4
2469,"[184, 2180]",indoors,lV2Z,fVkts3TA3lY
2470,"[60, 519]",outdoors,NH2Z,K4ILmAXmM5k
2471,[262],outdoors,F62Z,IwmnsXbje90
2472,"[2, 43, 60, 76, 385, 1271]",outdoors,qt2Z,2RgzZU2rIoM
2473,[60],outdoors,Gh2Z,T5PVva8lSfY
2474,"[60, 210, 685]",outdoors,FW2Z,TFDdAqZV6yo
2475,[1238],outdoors,yG2Z,uxeCfXhCr2E
2476,[3501],indoors,Fs3f,p4TM2Tgi4IU
2477,"[88, 184, 307, 380, 416, 514, 614, 2885]",indoors,Su3f,hC92m5YB64c
2478,"[2, 43, 60, 76, 281]",outdoors,SD3f,CSrj6GFqCAQ
2479,"[2, 18, 43, 59, 60, 76, 101, 374, 385, 1387, 1569]",outdoors,fV3f,s9zx40avbgE
2480,"[60, 419, 669]",outdoors,c93f,CaS71jnJnOM
2481,"[0, 60, 1056, 1865]",outdoors,fM3f,O1qcB9m4qps
2482,"[60, 210, 685]",outdoors,iG3f,pSy1OY20-Ko
2483,"[248, 1848]",outdoors,L23f,4QiwP8nH_zQ
2484,"[15, 18, 43, 59, 60, 101, 286]",outdoors,1B3f,aupbs9QMguk
2485,"[277, 514, 1025]",indoors,Hv3f,5rLwwXks5Gc
2486,"[184, 191, 985]",indoors,Ay3f,xwSbSrl9rXg
2487,"[14, 1245]",indoors,yR3f,xyJzXPyXbdI
2488,"[60, 180]",outdoors,Qi3f,vPysHxkJX7k
2489,"[2, 184, 364, 1013]",indoors,KD3f,rEQO_M0Eoy8
2490,"[497, 514, 1443]",indoors,j33f,H6gSehZP3nI
2491,"[60, 210, 685]",outdoors,kN36,jeFyW7lD6Zc
2492,"[18, 43, 59, 60, 101, 286, 374, 823]",outdoors,rh36,nV0C5AjVpko
2493,"[11, 20, 22, 29, 32, 122, 123, 211, 307, 370]",indoors,a836,yeHr0qshoto
2494,"[18, 43, 59, 60, 101]",outdoors,zK36,xEPQ8E3GB9E
2495,"[53, 58, 60, 163, 232]",outdoors,od36,nDQnRFu5fKc
2496,"[2, 43, 60, 76]",outdoors,KY36,XxHsdBoW0Xs
2497,"[88, 184, 380, 400, 416, 1152]",indoors,O836,_TBx8pVYexc
2498,"[191, 248, 299]",outdoors,Wn36,MAP3WLxCKO0
2499,"[88, 184, 307, 380, 514, 1025]",indoors,qD36,ZSnzz2yqrk0
2500,"[18, 43, 59, 60, 101, 286, 374]",outdoors,4Y36,OPrdFrO3oaw
2501,"[43, 60, 101, 286, 549]",outdoors,Xl36,JmE26J77CAA
2502,"[60, 82, 103, 346, 350, 537, 3000]",outdoors,Xq36,nenawon7MrE
2503,[60],outdoors,1Y36,5CRGCz_OoGs
2504,"[18, 43, 59, 60, 101, 823]",outdoors,0P36,peXeupcFNtw
2505,"[41, 60]",outdoors,fW36,D6GK87uxmSA
2506,"[60, 239]",outdoors,Dn36,exK4WCusbiA
2507,[60],outdoors,7E36,ey8LGuqQkiA
2508,"[15, 18, 60, 87, 365, 536]",outdoors,qG36,a0rXlhUSxBw
2509,"[49, 184]",indoors,Ex36,mgbb4uggB2w
2510,"[88, 184, 307, 380, 416, 514, 614]",indoors,lw36,-sxiqs_CkhA
2511,"[388, 497, 514, 616, 1025, 1440, 1443, 2998]",indoors,Z436,-zLXk-rPd7w
2512,"[2, 60, 76]",outdoors,gC36,5Q3EkScJgqw
2513,"[60, 160, 273]",outdoors,Rb37,WcszyhzrXpg
2514,"[2, 83, 262, 751, 804]",outdoors,YJ37,-VT506KB13I
2515,[1238],outdoors,hH37,0-s9V7jUUlk
2516,"[88, 184, 307, 614]",indoors,Ev37,pKDVXK3eUTY
2517,"[11, 83, 262, 601, 820]",outdoors,3R37,ErUufzjzReM
2518,"[2, 43, 60, 76, 385, 1271]",outdoors,Ka37,nJ0rO8QjhR8
2519,"[2, 17, 30, 53, 58, 60, 232]",outdoors,nF37,u8Bg-17i6hk
2520,"[15, 18, 43, 59, 60, 101, 286, 374, 2490]",outdoors,X337,oo1w8PycZR0
2521,"[0, 60]",outdoors,BA37,e0CU9XeGqOY
2522,"[60, 239]",outdoors,Og37,MbrqKNVR0CY
2523,"[15, 60, 239, 1452]",outdoors,wD37,Q1JSRxj5890
